TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,Age_Group
T00029,C3547,-1,0.1923076923076924,8,Electronics,3,0.7391836734693877,2023-02-19,Cash,0.4450662264986513,February,6,20-30
T00030,C4527,0,0.3076923076923077,9,Beauty,4,0.3687755102040816,2023-04-16,Wallet,0.30262893031120414,April,6,30-40
T00031,C6514,0,0.9038461538461539,0,Beauty,5,0.5420408163265306,2023-10-10,Wallet,0.5503039574862112,October,1,60+
T00032,C2674,-1,0.8461538461538461,9,Groceries,1,0.44918367346938776,2023-09-18,Card,0.08816780063609646,September,0,60+
T00033,C2519,0,0.0961538461538462,5,Furniture,4,0.3408163265306122,2023-03-28,Card,0.2805668505173316,March,1,20-30
T00034,C7224,1,0.34615384615384615,9,Fashion,1,0.9722448979591837,2023-01-15,Card,0.19135230886911714,January,6,30-40
T00035,C2584,0,0.019230769230769273,0,Furniture,3,0.6610204081632653,2023-11-03,Card,0.3988083256169733,November,4,10-20
T00036,C6881,-1,0.46153846153846156,4,Beauty,4,0.2602040816326531,2023-01-21,Card,0.21695720439631228,January,5,40-50
T00037,C6635,1,0.05769230769230771,3,Beauty,2,0.7457142857142858,2023-10-04,Card,0.2977978179475824,October,2,20-30
T00038,C5333,1,0.1923076923076924,3,Fashion,4,0.3873469387755102,2023-10-03,Cash,0.31728330448085673,October,1,20-30
T00039,C1711,1,0.6923076923076924,0,Electronics,1,0.7253061224489796,2023-04-10,Cash,0.14263859253593142,April,0,50-60
T00040,C8527,0,0.9423076923076924,7,Electronics,5,0.6161224489795918,2023-01-04,Wallet,0.6233745319859898,January,2,60+
T00041,C9785,0,0.25,9,Books,3,0.2479591836734694,2023-09-08,UPI,0.1543540400177141,September,4,30-40
T00042,C3045,1,0.2692307692307693,2,Groceries,4,0.8008163265306123,2023-01-14,Cash,0.6435444261041104,January,5,30-40
T00043,C7201,1,0.7884615384615384,4,Furniture,3,0.15653061224489798,2023-07-09,Card,0.10024558154515077,July,6,50-60
T00044,C2291,0,0.2692307692307693,0,Electronics,1,0.8289795918367348,2023-04-15,Card,0.16309030154193005,April,5,30-40
T00045,C5803,0,0.826923076923077,9,Sports,1,0.30326530612244895,2023-05-25,UPI,0.05938242280285037,May,3,60+
T00046,C6925,1,0.25,7,Beauty,1,0.7679591836734694,2023-10-20,Card,0.15105277990257257,October,4,30-40
T00047,C4150,0,0.326923076923077,2,Groceries,5,0.30918367346938774,2023-08-07,UPI,0.3206248238656951,August,0,30-40
T00048,C2139,0,0.7884615384615384,8,Sports,2,0.29428571428571426,2023-08-16,UPI,0.1196908088087282,August,2,50-60
T00049,C1750,0,0.5000000000000001,1,Furniture,3,0.3157142857142857,2023-09-24,Wallet,0.19445227263577441,September,6,40-50
T00050,C4733,0,0.6153846153846154,3,Sports,2,0.9522448979591837,2023-03-06,UPI,0.37928257981400215,March,0,50-60
T00051,C5741,-1,0.019230769230769273,7,Furniture,2,0.8200000000000001,2023-08-21,Card,0.32710656628688756,August,0,10-20
T00052,C2307,-1,0.9423076923076924,8,Books,3,0.30142857142857143,2023-06-01,UPI,0.1859978259994364,June,3,60+
T00053,C4814,-1,0.9423076923076924,7,Groceries,1,0.4714285714285714,2023-02-26,Wallet,0.09255606103305286,February,6,60+
T00054,C2654,1,0.826923076923077,9,Beauty,2,0.03510204081632653,2023-12-28,UPI,0.017432263778735056,December,3,60+
T00055,C7227,0,0.0,8,Beauty,3,0.5183673469387755,2023-03-03,Card,0.31438463706268366,March,4,10-20
T00056,C5554,-1,0.576923076923077,4,Furniture,4,0.27224489795918366,2023-08-16,Cash,0.22645839204476834,August,2,40-50
T00057,C8428,0,0.15384615384615385,0,Beauty,2,0.2969387755102041,2023-08-10,Wallet,0.12073754982084624,August,3,20-30
T00058,C6977,-1,0.7884615384615384,9,Books,1,0.6589795918367347,2023-09-10,Cash,0.12955432988445592,September,6,50-60
T00059,C3664,1,0.21153846153846156,3,Electronics,5,0.31387755102040815,2023-05-15,Card,0.3252546398808326,May,0,20-30
T00060,C7065,1,0.730769230769231,1,Groceries,3,0.11591836734693878,2023-02-14,Card,0.07621079753613269,February,1,50-60
T00061,C6820,-1,0.980769230769231,4,Sports,2,0.23979591836734696,2023-03-12,Cash,0.09819235879061154,March,6,60+
T00062,C4432,1,0.0,5,Beauty,1,0.12040816326530612,2023-05-23,Card,0.02331011715447482,May,1,10-20
T00063,C5374,0,0.2692307692307693,7,Sports,1,0.7128571428571429,2023-12-09,Cash,0.1401827770844237,December,5,30-40
T00064,C2169,0,0.3076923076923077,0,Electronics,3,0.41,2023-03-01,Card,0.2502516204356053,March,2,30-40
T00065,C3803,1,0.730769230769231,2,Books,4,0.7606122448979592,2023-07-01,Card,0.6118201215829945,July,5,50-60
T00066,C9751,0,0.980769230769231,3,Groceries,1,0.6728571428571428,2023-02-10,Wallet,0.13229196022384154,February,4,60+
T00067,C5010,-1,0.3653846153846154,1,Fashion,3,0.16755102040816328,2023-04-24,UPI,0.1067675832360401,April,0,30-40
T00068,C3677,-1,0.8653846153846155,9,Sports,2,0.8806122448979592,2023-02-08,Cash,0.35102057248681506,February,2,60+
T00069,C8573,-1,0.8653846153846155,4,Electronics,4,0.22938775510204082,2023-06-17,Wallet,0.19264060549941625,June,5,60+
T00070,C7216,0,0.7884615384615384,2,Fashion,3,0.019591836734693877,2023-03-22,Wallet,0.019203671645396353,March,2,50-60
T00071,C5422,-1,0.326923076923077,1,Groceries,3,0.16653061224489796,2023-09-17,UPI,0.10616369419058738,September,6,30-40
T00072,C4598,1,0.5192307692307693,7,Furniture,4,0.6316326530612245,2023-06-21,Card,0.5100446877893635,June,2,40-50
T00073,C6313,-1,0.46153846153846156,2,Beauty,1,0.6418367346938776,2023-05-22,Wallet,0.12617255122992072,May,0,40-50
T00074,C1916,0,0.42307692307692313,9,Fashion,1,0.034489795918367344,2023-08-21,Wallet,0.006360964612101936,August,0,40-50
T00075,C4752,0,0.5576923076923077,2,Groceries,2,0.18387755102040818,2023-11-19,Card,0.07613027899673899,November,6,40-50
T00076,C1525,-1,0.3076923076923077,7,Fashion,2,0.022653061224489797,2023-09-20,Wallet,0.012520632875719636,September,2,30-40
T00077,C6168,1,0.25,4,Electronics,5,0.0730612244897959,2023-12-11,UPI,0.08772494866943113,December,0,30-40
T00078,C7572,1,0.5576923076923077,5,Groceries,5,0.22081632653061226,2023-02-07,Wallet,0.23346350497201984,February,1,40-50
T00079,C5386,1,0.3653846153846154,2,Groceries,2,0.4151020408163265,2023-12-28,Cash,0.1673577841297959,December,3,30-40
T00080,C2084,0,0.826923076923077,7,Furniture,4,0.13959183673469389,2023-12-19,UPI,0.12178429083296428,December,1,60+
T00081,C4456,1,0.6346153846153847,1,Beauty,5,0.4473469387755102,2023-06-11,UPI,0.45690245178952454,June,6,50-60
T00082,C6155,0,1.0,3,Groceries,5,0.2383673469387755,2023-01-20,UPI,0.25077499094166433,January,4,60+
T00083,C4483,-1,0.7500000000000001,8,Electronics,4,0.022448979591836733,2023-08-10,Card,0.029349007609001977,August,3,50-60
T00084,C9179,-1,0.48076923076923084,0,Groceries,1,0.015510204081632652,2023-02-21,UPI,0.0026168525302951006,February,1,40-50
T00085,C7482,0,0.7115384615384616,9,Groceries,3,0.17775510204081635,2023-12-28,UPI,0.11280647369056725,December,3,50-60
T00086,C8517,0,0.11538461538461542,5,Sports,1,0.906734693877551,2023-09-24,Wallet,0.178429083296429,September,6,20-30
T00087,C3340,-1,0.0,5,Beauty,3,0.5657142857142857,2023-06-12,Wallet,0.3424050887716897,June,0,10-20
T00088,C5339,-1,0.6153846153846154,4,Electronics,4,0.14204081632653062,2023-04-08,Cash,0.12371673577841298,April,5,50-60
T00089,C3287,0,0.8076923076923078,3,Sports,5,0.33816326530612245,2023-10-13,UPI,0.34920890535045696,October,4,60+
T00090,C5040,-1,0.4423076923076924,7,Fashion,4,0.23265306122448984,2023-12-05,UPI,0.1952171987600145,December,1,40-50
T00091,C9830,-1,0.6730769230769232,3,Books,1,0.8030612244897959,2023-11-17,Cash,0.15797737429043038,November,4,50-60
T00092,C5304,1,0.7884615384615384,2,Beauty,4,0.9408163265306123,2023-01-19,UPI,0.7540158621522606,January,3,50-60
T00093,C8019,1,0.730769230769231,8,Fashion,1,0.7426530612244898,2023-11-21,Wallet,0.14606063046016346,November,1,50-60
T00094,C7543,-1,0.730769230769231,9,Books,4,0.2726530612244898,2023-11-18,Cash,0.2267804662023431,November,5,50-60
T00095,C6930,-1,0.34615384615384615,2,Electronics,2,0.5138775510204081,2023-01-05,Card,0.20632875719634447,January,3,30-40
T00096,C4593,1,0.3653846153846154,4,Sports,1,0.5544897959183673,2023-05-06,Cash,0.10894158379966988,May,5,30-40
T00097,C3266,-1,0.826923076923077,2,Books,3,0.8006122448979592,2023-03-12,Card,0.48142034703490477,March,6,60+
T00098,C9348,0,0.11538461538461542,1,Fashion,5,0.25816326530612244,2023-10-28,Wallet,0.27030073674463545,October,5,20-30
T00099,C9085,-1,0.576923076923077,8,Sports,5,0.40755102040816327,2023-07-12,Cash,0.41764966383509805,July,2,40-50
T00100,C2489,-1,0.07692307692307698,9,Groceries,1,0.09326530612244899,2023-04-23,Cash,0.017955634284794075,April,6,20-30
T00101,C1771,0,0.40384615384615385,0,Books,2,0.9085714285714286,2023-12-11,UPI,0.3620516123837514,December,0,30-40
T00102,C2796,1,0.326923076923077,3,Groceries,5,0.4471428571428571,2023-04-11,Card,0.4567011554410403,April,1,30-40
T00103,C3504,-1,0.7692307692307693,6,Books,2,0.9087755102040816,2023-05-16,UPI,0.36213213092314506,May,1,50-60
T00104,C3621,1,0.3846153846153847,4,Books,3,0.20571428571428574,2023-08-29,UPI,0.12935303353597166,August,1,30-40
T00105,C7916,1,0.326923076923077,1,Beauty,5,0.03530612244897959,2023-03-19,Wallet,0.05048512419984702,March,6,30-40
T00106,C2040,-1,0.3076923076923077,2,Books,4,0.07428571428571429,2023-09-06,Wallet,0.07025242562099923,September,2,30-40
T00107,C7304,-1,0.7884615384615384,9,Groceries,4,0.17183673469387756,2023-04-06,Cash,0.14722814928137204,April,3,50-60
T00108,C7252,1,0.8653846153846155,9,Groceries,1,0.9104081632653062,2023-09-12,Card,0.1791537501509723,September,1,60+
T00109,C8668,-1,0.7884615384615384,6,Beauty,5,0.4959183673469387,2023-05-25,Wallet,0.5048109827287733,May,3,50-60
T00110,C9669,-1,0.3653846153846154,7,Beauty,2,0.17142857142857143,2023-03-09,Card,0.07121864809372358,March,3,30-40
T00111,C5119,1,0.23076923076923084,6,Beauty,2,0.8551020408163266,2023-04-12,Card,0.34095575506260317,April,2,30-40
T00112,C1188,1,0.17307692307692313,0,Groceries,3,0.6942857142857143,2023-11-22,Card,0.41849510849873184,November,2,20-30
T00113,C2876,0,0.6346153846153847,8,Electronics,5,0.23693877551020412,2023-02-15,Cash,0.24936591650227466,February,2,50-60
T00114,C9797,-1,0.9230769230769232,4,Sports,2,0.0018367346938775488,2023-09-22,Card,0.004307741857562704,September,4,60+
T00115,C5371,0,0.28846153846153855,2,Sports,2,0.37489795918367347,2023-04-20,UPI,0.1514956318692379,April,3,30-40
T00116,C6573,1,0.05769230769230771,0,Groceries,5,0.04,2023-01-02,Card,0.055114940214984504,January,0,20-30
T00117,C2827,-1,0.980769230769231,7,Books,4,0.3787755102040816,2023-08-11,Cash,0.3105197471717863,August,4,60+
T00118,C5808,1,0.980769230769231,4,Fashion,5,0.7140816326530612,2023-02-04,UPI,0.7199967792584243,February,5,60+
T00119,C8123,-1,0.980769230769231,6,Electronics,4,0.6442857142857142,2023-09-09,Card,0.5200289866741817,September,5,60+
T00120,C3591,-1,0.730769230769231,8,Fashion,1,0.24632653061224494,2023-10-13,Card,0.048150086557429854,October,4,50-60
T00121,C8433,0,0.48076923076923084,9,Sports,1,0.5906122448979592,2023-11-09,UPI,0.11606747453601192,November,3,40-50
T00122,C1053,1,0.8076923076923078,9,Groceries,4,0.4793877551020408,2023-04-17,Card,0.38991102701396996,April,0,60+
T00123,C5315,-1,0.3846153846153847,8,Groceries,5,0.37755102040816324,2023-12-30,Cash,0.388059100607915,December,5,30-40
T00124,C9201,0,0.826923076923077,0,Books,3,0.643061224489796,2023-04-02,Card,0.3881798784170055,April,6,60+
T00125,C3927,1,0.15384615384615385,5,Furniture,2,0.18775510204081633,2023-01-20,Card,0.07766013124521921,January,4,20-30
T00126,C9317,0,0.8846153846153847,4,Furniture,1,0.8220408163265306,2023-08-03,Card,0.1617214863722372,August,3,60+
T00127,C2743,1,0.019230769230769273,0,Groceries,1,0.28346938775510205,2023-12-19,Wallet,0.05547727364225613,December,1,10-20
T00128,C5889,-1,0.7884615384615384,7,Fashion,4,0.18408163265306124,2023-05-15,Card,0.1568903740086155,May,0,50-60
T00129,C9317,0,0.5961538461538463,2,Electronics,3,0.3753061224489796,2023-11-11,UPI,0.22971939289021298,November,5,40-50
T00130,C4258,0,0.34615384615384615,8,Fashion,5,0.17,2023-07-14,Cash,0.18334071419944445,July,4,30-40
T00131,C3504,-1,0.3076923076923077,5,Fashion,3,0.4710204081632653,2023-11-20,Wallet,0.2863641853536777,November,0,30-40
T00132,C7126,1,0.5000000000000001,8,Sports,4,0.5973469387755102,2023-10-26,UPI,0.48299045855308187,October,3,40-50
T00133,C3646,-1,0.48076923076923084,7,Fashion,3,0.1273469387755102,2023-05-01,Wallet,0.0829743548452031,May,0,40-50
T00134,C9837,0,0.46153846153846156,2,Books,2,0.5577551020408164,2023-11-23,Wallet,0.223640243165989,November,3,40-50
T00135,C9689,-1,0.9038461538461539,9,Fashion,5,0.19775510204081634,2023-06-28,Wallet,0.2107170175933009,June,2,60+
T00136,C1009,0,0.03846153846153849,1,Books,5,0.6026530612244898,2023-09-05,Wallet,0.61008897298603,September,1,20-30
T00137,C6310,-1,0.7115384615384616,8,Sports,3,0.1416326530612245,2023-09-29,UPI,0.09142880148154113,September,4,50-60
T00138,C9005,1,0.8653846153846155,0,Sports,1,0.07244897959183674,2023-12-03,Card,0.013849188775715608,December,6,60+
T00139,C1319,0,0.6923076923076924,3,Beauty,2,0.2524489795918367,2023-04-03,UPI,0.10318450823302065,April,0,50-60
T00140,C2832,0,1.0,9,Books,5,0.2975510204081633,2023-06-03,Cash,0.3091509320020935,June,5,60+
T00141,C6947,1,0.23076923076923084,7,Sports,5,0.716530612244898,2023-04-29,Cash,0.7224123354402351,April,5,30-40
T00142,C6038,-1,0.40384615384615385,7,Books,1,0.886734693877551,2023-05-30,UPI,0.17448367486613794,May,1,30-40
T00143,C4923,1,0.8846153846153847,5,Sports,3,0.559795918367347,2023-12-09,UPI,0.33890253230806394,December,5,60+
T00144,C1949,-1,0.8653846153846155,3,Beauty,1,0.3030612244897959,2023-09-06,Card,0.05934216353315352,September,2,60+
T00145,C4946,1,0.2692307692307693,5,Sports,4,0.7108163265306122,2023-09-08,Cash,0.5725270743588712,September,4,30-40
T00146,C2290,1,0.826923076923077,7,Beauty,1,0.2510204081632653,2023-11-19,Cash,0.049076049760457346,November,6,60+
T00147,C2403,0,0.6538461538461539,2,Books,2,0.5040816326530613,2023-07-20,Wallet,0.2024638673054471,July,3,50-60
T00148,C8962,0,0.7692307692307693,6,Books,5,0.4797959183673469,2023-11-03,Card,0.4889085711985185,November,4,50-60
T00149,C2133,-1,0.9615384615384616,0,Electronics,3,0.5822448979591837,2023-07-02,Card,0.3521880913080237,July,6,60+
T00150,C9727,1,0.576923076923077,5,Furniture,4,0.1736734693877551,2023-10-06,Wallet,0.14867748299045858,October,4,40-50
T00151,C3060,-1,0.8076923076923078,8,Furniture,2,0.4530612244897959,2023-09-04,Card,0.18233423245702324,September,0,60+
T00152,C3103,1,0.42307692307692313,8,Electronics,5,0.8344897959183674,2023-06-01,Card,0.838761624864125,June,3,40-50
T00153,C8787,1,0.6153846153846154,7,Electronics,5,0.616938775510204,2023-02-19,Wallet,0.6241797173799267,February,6,50-60
T00154,C3705,0,0.3653846153846154,3,Books,3,0.4436734693877551,2023-04-23,Card,0.2701799589355449,April,6,30-40
T00155,C5342,1,0.1923076923076924,6,Fashion,3,0.12755102040816327,2023-02-27,Wallet,0.08309513265429365,February,0,20-30
T00156,C9645,0,0.8076923076923078,5,Electronics,3,0.0034693877551020408,2023-05-28,Wallet,0.009662224727243447,May,6,60+
T00157,C7932,0,0.6730769230769232,0,Furniture,4,0.24836734693877552,2023-08-03,Card,0.2076170538266436,August,3,50-60
T00158,C4470,1,0.21153846153846156,4,Groceries,3,0.2448979591836735,2023-08-17,Card,0.15254237288135594,August,3,20-30
T00159,C9835,1,0.34615384615384615,5,Groceries,2,0.5353061224489796,2023-06-16,UPI,0.21478320383268248,June,4,30-40
T00160,C4295,-1,0.11538461538461542,0,Beauty,3,0.24693877551020407,2023-05-07,Cash,0.15375015097226138,May,6,20-30
T00161,C6107,-1,0.576923076923077,7,Groceries,3,0.6528571428571429,2023-12-06,Card,0.3939772132533516,December,2,40-50
T00162,C7537,-1,0.15384615384615385,3,Fashion,2,0.746734693877551,2023-08-06,UPI,0.2982004106445509,August,6,20-30
T00163,C7118,0,0.9038461538461539,3,Books,4,0.799795918367347,2023-03-01,Card,0.6427392407101735,March,2,60+
T00164,C8177,0,0.3076923076923077,5,Furniture,5,0.11244897959183675,2023-04-01,Wallet,0.12657514392688918,April,5,30-40
T00165,C9479,0,0.8846153846153847,8,Sports,3,0.18918367346938778,2023-08-26,Cash,0.11957003099963767,August,5,60+
T00166,C8397,0,0.980769230769231,7,Sports,1,0.9659183673469388,2023-06-13,Card,0.19010427150851486,June,1,60+
T00167,C2982,0,0.6730769230769232,9,Books,2,0.7144897959183674,2023-12-05,Card,0.28547848142034704,December,1,50-60
T00168,C5061,0,0.9230769230769232,5,Groceries,1,0.46551020408163263,2023-02-28,Wallet,0.09138854221184428,February,1,60+
T00169,C4681,1,0.21153846153846156,1,Fashion,5,0.2418367346938776,2023-06-27,Card,0.25419702886589635,June,1,20-30
T00170,C2049,-1,0.826923076923077,0,Beauty,4,0.1510204081632653,2023-12-23,UPI,0.1308023672450582,December,5,60+
T00171,C6539,-1,0.40384615384615385,9,Groceries,1,0.54,2023-07-23,UPI,0.10608317565119368,July,6,30-40
T00172,C1344,-1,0.7884615384615384,6,Electronics,1,0.21306122448979592,2023-12-27,Cash,0.041587825596843674,December,2,50-60
T00173,C4770,1,0.0961538461538462,8,Beauty,2,0.30387755102040814,2023-03-07,Cash,0.12347518016023189,March,1,20-30
T00174,C4608,-1,0.2692307692307693,6,Books,4,0.6436734693877552,2023-09-05,UPI,0.5195458754378196,September,1,30-40
T00175,C1117,0,0.42307692307692313,2,Electronics,5,0.5893877551020408,2023-09-08,Cash,0.5970047103345546,September,4,40-50
T00176,C2163,1,0.2692307692307693,8,Fashion,4,0.5336734693877551,2023-11-04,Wallet,0.4327468899714159,November,5,30-40
T00177,C1964,1,0.9038461538461539,4,Fashion,4,0.8261224489795919,2023-07-30,Card,0.663513023873747,July,6,60+
T00178,C4750,-1,0.3653846153846154,5,Books,5,0.7085714285714286,2023-12-18,Wallet,0.7145617778493498,December,0,30-40
T00179,C2104,0,0.5000000000000001,1,Beauty,1,0.8044897959183673,2023-05-01,UPI,0.15825918917830833,May,0,40-50
T00180,C1514,-1,0.9615384615384616,2,Fashion,1,0.6920408163265306,2023-01-15,Cash,0.13607633157534524,January,6,60+
T00181,C6413,1,0.40384615384615385,5,Beauty,5,0.5573469387755102,2023-05-29,Wallet,0.5654011836225291,May,0,30-40
T00182,C2160,-1,0.4423076923076924,7,Fashion,1,0.23102040816326533,2023-05-18,Card,0.045130641330166275,May,3,40-50
T00183,C9423,1,0.3076923076923077,5,Groceries,4,0.4110204081632653,2023-09-17,Cash,0.33596360562019406,September,6,30-40
T00184,C4899,1,0.7115384615384616,0,Fashion,1,0.6406122448979592,2023-04-21,UPI,0.12593099561173962,April,4,50-60
T00185,C5562,1,0.34615384615384615,6,Fashion,3,0.6997959183673469,2023-07-29,UPI,0.4217561093441765,July,5,30-40
T00186,C8953,0,0.5576923076923077,3,Fashion,4,0.9183673469387755,2023-02-01,Cash,0.7363017834856476,February,2,40-50
T00187,C4510,0,0.13461538461538464,8,Electronics,5,0.8310204081632653,2023-10-15,Wallet,0.835339586939893,October,6,20-30
T00188,C9834,-1,0.576923076923077,1,Furniture,3,0.9006122448979592,2023-06-15,UPI,0.5406014734892709,June,3,40-50
T00189,C3167,-1,0.05769230769230771,8,Beauty,4,0.8922448979591837,2023-05-14,Cash,0.7156890374008615,May,6,20-30
T00190,C8744,-1,0.7692307692307693,4,Books,2,0.823469387755102,2023-12-12,Wallet,0.3284753814565804,December,1,50-60
T00191,C4981,0,0.7115384615384616,4,Books,1,0.8902040816326531,2023-06-12,Wallet,0.17516808245098436,June,0,50-60
T00192,C8749,-1,0.7115384615384616,5,Electronics,1,0.8963265306122449,2023-07-30,Card,0.17637586054188978,July,6,50-60
T00193,C7669,0,0.7500000000000001,4,Electronics,4,0.3846938775510204,2023-07-20,Wallet,0.31518982245662064,July,3,50-60
T00194,C4119,1,0.07692307692307698,9,Electronics,3,0.6428571428571429,2023-08-15,UPI,0.388059100607915,August,1,20-30
T00195,C2545,1,0.576923076923077,0,Books,2,0.13959183673469389,2023-08-06,Card,0.0586577559483071,August,6,40-50
T00196,C2588,0,0.23076923076923084,0,Furniture,4,0.9712244897959184,2023-07-24,Cash,0.7780103868915819,July,0,30-40
T00197,C8062,0,0.6153846153846154,9,Books,1,0.7051020408163265,2023-05-14,Cash,0.1386529248359435,May,6,50-60
T00198,C6804,1,0.13461538461538464,2,Furniture,2,0.8808163265306123,2023-01-28,UPI,0.3511010910262088,January,5,20-30
T00199,C7939,0,0.826923076923077,4,Electronics,1,0.9659183673469388,2023-05-18,Card,0.19010427150851486,May,3,60+
T00200,C7735,1,0.46153846153846156,7,Fashion,3,0.36653061224489797,2023-09-06,Wallet,0.22452594709931964,September,2,40-50
T00201,C8651,-1,0.6346153846153847,2,Electronics,3,0.1457142857142857,2023-04-23,Wallet,0.09384435766335199,April,6,50-60
T00202,C1887,1,0.3653846153846154,4,Electronics,2,0.3930612244897959,2023-06-23,Wallet,0.1586617818752768,June,4,30-40
T00203,C2612,1,0.5000000000000001,9,Books,1,0.6046938775510204,2023-11-22,Cash,0.1188453641450944,November,2,40-50
T00204,C1993,-1,0.05769230769230771,6,Beauty,5,0.004693877551020409,2023-01-24,Cash,0.02029067192721124,January,1,20-30
T00205,C7596,0,0.17307692307692313,1,Sports,3,0.3397959183673469,2023-06-07,UPI,0.2087040541084585,June,2,20-30
T00206,C6559,-1,0.15384615384615385,7,Sports,2,0.028571428571428574,2023-08-18,UPI,0.014855670518136802,August,4,20-30
T00207,C2790,1,0.23076923076923084,5,Electronics,2,0.6057142857142858,2023-07-29,UPI,0.2425620999235074,July,5,30-40
T00208,C5073,1,0.40384615384615385,6,Furniture,4,0.933469387755102,2023-04-24,UPI,0.7482185273159145,April,0,30-40
T00209,C4139,1,0.5000000000000001,6,Electronics,3,0.7922448979591837,2023-10-21,Wallet,0.4764684568621925,October,5,40-50
T00210,C4116,1,0.6923076923076924,3,Groceries,1,0.223265306122449,2023-03-27,UPI,0.04360078908168606,March,0,50-60
T00211,C9786,1,0.5576923076923077,9,Electronics,3,0.18408163265306124,2023-10-02,UPI,0.1165505857723741,October,0,40-50
T00212,C8350,-1,0.17307692307692313,8,Electronics,4,0.09959183673469388,2023-04-16,Cash,0.09022102339063569,April,6,20-30
T00213,C3296,1,0.3846153846153847,2,Groceries,5,0.5838775510204082,2023-11-17,Cash,0.5915697089254801,November,4,30-40
T00214,C7912,0,0.8653846153846155,6,Beauty,2,0.603265306122449,2023-02-26,Cash,0.24159587745078306,February,6,60+
T00215,C4006,-1,0.21153846153846156,4,Electronics,1,0.23285714285714285,2023-11-11,Wallet,0.0454929747574379,November,5,20-30
T00216,C5563,-1,0.9423076923076924,9,Books,2,0.4926530612244898,2023-11-09,Card,0.19795482909940015,November,3,60+
